question_id,question,question_type,generated_answer,ground_truth,mrr,rouge_l,ndcg_at_5,precision_at_5,f1_score,exact_match,source_url,retrieved_urls,response_time
52,economic crisis,comparative,ayub khan ruled pakistan 's first presidential elections,2008,1.0,0.0,1.0,0.4,0.0,0.0,https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market,"['https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/1965_Pakistani_presidential_election', 'https://en.wikipedia.org/wiki/1965_Pakistani_presidential_election', 'https://en.wikipedia.org/wiki/Reichman_University']",3.7890267372131348
53,father is having a baby?,comparative,no,no,0.2,1.0,0.38685280723454163,0.2,1.0,1.0,https://en.wikipedia.org/wiki/A_Ferret_Called_Mickey,"['https://en.wikipedia.org/wiki/Burundian_nationality_law', 'https://en.wikipedia.org/wiki/The_Escort_(2015_film)', 'https://en.wikipedia.org/wiki/Finding_Fanny', 'https://en.wikipedia.org/wiki/Dinotopia_(miniseries)', 'https://en.wikipedia.org/wiki/A_Ferret_Called_Mickey']",4.695613145828247
54,o are banks not allowed to lend cash on the repo markets,comparative,Repo lending in september 2019 was halted due to liquidity regulations,yes,1.0,0.0,1.0,1.0,0.0,0.0,https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market,"['https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market']",3.960498809814453
55,is higher in the passcack valley,comparative,the population is higher,the enrollment of students,1.0,0.25,0.8529278650606567,0.6,0.25,0.0,"https://en.wikipedia.org/wiki/River_Vale,_New_Jersey","['https://en.wikipedia.org/wiki/River_Vale,_New_Jersey', 'https://en.wikipedia.org/wiki/Fontaine-de-Vaucluse', 'https://en.wikipedia.org/wiki/Fontaine-de-Vaucluse', 'https://en.wikipedia.org/wiki/River_Vale,_New_Jersey', 'https://en.wikipedia.org/wiki/River_Vale,_New_Jersey']",3.672790050506592
56,aero in the same way that the avro had covered the aero in the first place,comparative,avro had covered the aero in the first place,they also covered the aerosmith song sweet emotion for a free kerrang! cd,0.0,0.18181818181818185,0.0,0.0,0.1904761904761905,0.0,https://en.wikipedia.org/wiki/The_Answer_(band),"['https://en.wikipedia.org/wiki/List_of_airports_in_Uruguay', 'https://en.wikipedia.org/wiki/Arrow_Air', 'https://en.wikipedia.org/wiki/Kiplingcotes_Derby', 'https://en.wikipedia.org/wiki/Arrow_Air', 'https://en.wikipedia.org/wiki/Kiplingcotes_Derby']",8.327800989151001
57,official,comparative,fanny 's new olympic official kit for ocm yonex,ren xi fl.,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Ren_Xi_(Shu_Han),"['https://en.wikipedia.org/wiki/Yonex', 'https://en.wikipedia.org/wiki/Yonex', 'https://en.wikipedia.org/wiki/Finding_Fanny', 'https://en.wikipedia.org/wiki/Whitepages_(company)', 'https://en.wikipedia.org/wiki/Transat_New_York_Vend%C3%A9e']",8.903140783309937
58,arrow air,comparative,arrow air relaunched as charter airline,was a passenger and cargo airline,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.0,https://en.wikipedia.org/wiki/Arrow_Air,"['https://en.wikipedia.org/wiki/Arrow_Air', 'https://en.wikipedia.org/wiki/Arrow_Air', 'https://en.wikipedia.org/wiki/Arrow_Air', 'https://en.wikipedia.org/wiki/Arrow_Air', 'https://en.wikipedia.org/wiki/Arrow_Air']",9.075890064239502
59,humane,comparative,american humane certified is a program to verify the humane treatment of farm animals and zoo animals,certified,1.0,0.1111111111111111,1.0,0.4,0.125,0.0,https://en.wikipedia.org/wiki/American_Humane_Certified,"['https://en.wikipedia.org/wiki/American_Humane_Certified', 'https://en.wikipedia.org/wiki/American_Humane_Certified', 'https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation', 'https://en.wikipedia.org/wiki/Hendecasyllable', 'https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation']",10.026684045791626
60,parliamentary election,comparative,"a special election will be held in antipolo ' 2nd congressional district on march 14, 2026 , to fill the district ' vacant seat in the house of representatives of the philippines for the remainder of the 20th congress",was held in poland on 25 october 2015,1.0,0.13636363636363638,1.0,0.6,0.16666666666666666,0.0,https://en.wikipedia.org/wiki/2015_Polish_parliamentary_election,"['https://en.wikipedia.org/wiki/2015_Polish_parliamentary_election', 'https://en.wikipedia.org/wiki/2015_Polish_parliamentary_election', 'https://en.wikipedia.org/wiki/2015_Polish_parliamentary_election', 'https://en.wikipedia.org/wiki/2026_Antipolo%27s_2nd_congressional_district_special_election', 'https://en.wikipedia.org/wiki/2026_Antipolo%27s_2nd_congressional_district_special_election']",5.935416221618652
61,The radius of the metal bar corresponds to what distance from the surface of the glass?,inferential,The radius of the metal bar corresponds to the distance from the surface of the glass to the surface of the metal bar.,a slit,1.0,0.0,0.9197207891481876,0.4,0.0,0.0,https://en.wikipedia.org/wiki/Ripple_tank,"['https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton']",7.799039840698242
62,"to provide evening classes in painting, drawing and sculpture under the auspices of the italian consulate in cairo as well as the italian cultural centre in cairo are keeping quiet about the institute' nature",inferential,The institute is a cultural centre in cairo.,the institute was founded in the 1930s,1.0,0.39999999999999997,1.0,0.2,0.42857142857142855,0.0,https://en.wikipedia.org/wiki/Leonardo_da_Vinci_Art_Institute,"['https://en.wikipedia.org/wiki/Leonardo_da_Vinci_Art_Institute', 'https://en.wikipedia.org/wiki/Manfred_Bietak', 'https://en.wikipedia.org/wiki/Al-Jildaki', 'https://en.wikipedia.org/wiki/Pennsylvania_College_of_Art_and_Design', 'https://en.wikipedia.org/wiki/Hendecasyllable']",4.340033531188965
63,What are the three persons of the triune god?,inferential,"israel 's 'marriage covenant' israeli people kirundi , a region of Burundi, is a region of the country.",jeremiah 31 35 37 isaiah 54 8 10 . ve,1.0,0.0,0.9674679834891693,0.6,0.0,0.0,https://en.wikipedia.org/wiki/Hosea_2,"['https://en.wikipedia.org/wiki/Hosea_2', 'https://en.wikipedia.org/wiki/Hosea_2', 'https://en.wikipedia.org/wiki/Burundian_nationality_law', 'https://en.wikipedia.org/wiki/Hosea_2', 'https://en.wikipedia.org/wiki/Burundian_nationality_law']",5.6051976680755615
64,What is the purpose of a small glass tank of water ?,inferential,To demonstrate the basic properties of waves .,To demonstrate the basic properties of waves .,1.0,1.0,1.0,0.6,1.0,1.0,https://en.wikipedia.org/wiki/Ripple_tank,"['https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Tank_(city)', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton']",8.075949668884277
65,What are the things that are required of a charter school?,inferential,A lot of fun.,to administer state standardized tests,1.0,0.0,1.0,0.2,0.0,0.0,https://en.wikipedia.org/wiki/Charter_schools_in_North_Carolina,"['https://en.wikipedia.org/wiki/Charter_schools_in_North_Carolina', 'https://en.wikipedia.org/wiki/Sharky%27s_Machine', 'https://en.wikipedia.org/wiki/Kentucky_Educational_Television', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton', 'https://en.wikipedia.org/wiki/National_Capital_Trolley_Museum']",4.016742944717407
66,nucleobases,inferential,adenine and guanine are modified bases in dna,Attached to each sugar is one of four types of nucleobases or bases,1.0,0.09523809523809525,0.9828920819566879,0.8,0.1,0.0,https://en.wikipedia.org/wiki/DNA,"['https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/June_Lindsey', 'https://en.wikipedia.org/wiki/DNA']",8.72888708114624
67,amazon reviews on amazon,inferential,amazon reviews on amazon,carbonite,1.0,0.0,1.0,0.2,0.0,0.0,"https://en.wikipedia.org/wiki/Carbonite,_Inc.","['https://en.wikipedia.org/wiki/Carbonite,_Inc.', 'https://en.wikipedia.org/wiki/Amazon-class_frigate_(1795)', 'https://en.wikipedia.org/wiki/8_Out_of_10_Cats_Does_Countdown', 'https://en.wikipedia.org/wiki/Funny_or_Die', 'https://en.wikipedia.org/wiki/Amazon-class_frigate_(1795)']",3.633002519607544
68,a top 40,inferential,bibbs is a professional basketball player .,is,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,https://en.wikipedia.org/wiki/Hit_%27Em_Up_Style_(Oops!),"['https://en.wikipedia.org/wiki/Buccan,_Queensland', 'https://en.wikipedia.org/wiki/1977_World_Sportscar_Championship', 'https://en.wikipedia.org/wiki/Pennsylvania_College_of_Art_and_Design', 'https://en.wikipedia.org/wiki/List_of_Afghanistan_Twenty20_International_cricket_records', 'https://en.wikipedia.org/wiki/Justin_Bibbs']",8.261160135269165
69,humane treatment,inferential,american humane certified is a program to verify the humane treatment of farm animals and zoo animals.,certified program,1.0,0.21052631578947367,1.0,0.4,0.23529411764705882,0.0,https://en.wikipedia.org/wiki/American_Humane_Certified,"['https://en.wikipedia.org/wiki/American_Humane_Certified', 'https://en.wikipedia.org/wiki/American_Humane_Certified', 'https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation', 'https://en.wikipedia.org/wiki/Soap_substitute', 'https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation']",8.546117305755615
70,students at trinity university,inferential,are a part of the trinity university medical school,Thomas gipps,0.2,0.0,0.38685280723454163,0.2,0.0,0.0,https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton,"['https://en.wikipedia.org/wiki/KMC_International_Center', 'https://en.wikipedia.org/wiki/KMC_International_Center', 'https://en.wikipedia.org/wiki/KMC_International_Center', 'https://en.wikipedia.org/wiki/Wilmington_Wildcats', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton']",3.8995354175567627
71,"Which of the following is true of carbonite , inc. : carbonite is an American company that offers an online backup service , available to windows and macos users .?",inferential,"Carbonite is an American company that offers an online backup service , available to windows and macos users .",It is an American company .,1.0,0.3636363636363636,1.0,1.0,0.38095238095238093,0.0,"https://en.wikipedia.org/wiki/Carbonite,_Inc.","['https://en.wikipedia.org/wiki/Carbonite,_Inc.', 'https://en.wikipedia.org/wiki/Carbonite,_Inc.', 'https://en.wikipedia.org/wiki/Carbonite,_Inc.', 'https://en.wikipedia.org/wiki/Carbonite,_Inc.', 'https://en.wikipedia.org/wiki/Carbonite,_Inc.']",3.9366488456726074
72,University of Cambridge he was a professor at?,inferential,lucasian college,trinity college,1.0,0.5,0.9047172294870751,0.8,0.5,0.0,https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton,"['https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton', 'https://en.wikipedia.org/wiki/June_Lindsey', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton']",8.326244592666626
73,What may be the function of na ?,inferential,edna is a protein that is involved in many biological processes .,it may provide nutrients and it may act as a buffer to recruit or titrate ions or antibiotics,1.0,0.06896551724137931,0.9674679834891693,0.6,0.08,0.0,https://en.wikipedia.org/wiki/DNA,"['https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/Marcel_Gaudion', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/Hicks-neutral_technical_change']",8.747323274612427
74,sailed out,inferential,"he sailed from portsmouth on 10 march 1812 , bound for bombay and bengal",intrepid,0.3333333333333333,0.0,0.5706417189553201,0.4,0.0,0.0,https://en.wikipedia.org/wiki/McClure_Arctic_expedition,"['https://en.wikipedia.org/wiki/Amazon-class_frigate_(1795)', 'https://en.wikipedia.org/wiki/Lady_Carrington_(1809_ship)', 'https://en.wikipedia.org/wiki/McClure_Arctic_expedition', 'https://en.wikipedia.org/wiki/McClure_Arctic_expedition', 'https://en.wikipedia.org/wiki/Lady_Carrington_(1809_ship)']",8.847707986831665
75,how,inferential,dead set on living is the fourth studio album by canadian hardcore punk band cancer bats .,there has been a significant reduction in phosphate use in detergent products,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Soap_substitute,"['https://en.wikipedia.org/wiki/Dead_Set_on_Living', 'https://en.wikipedia.org/wiki/Girl_Genius:_The_Works', 'https://en.wikipedia.org/wiki/Amity_Blight', 'https://en.wikipedia.org/wiki/Xiaohongshu', 'https://en.wikipedia.org/wiki/Sharky%27s_Machine']",5.0523505210876465
76,Who is a performer that hires a spiritual medium ?,inferential,"afrika gaudion , marcel",Bruce,0.3333333333333333,0.0,0.5,0.2,0.0,0.0,https://en.wikipedia.org/wiki/Petergeist,"['https://en.wikipedia.org/wiki/Sports_Bar_(TV_series)', 'https://en.wikipedia.org/wiki/Dayananda_Saraswati', 'https://en.wikipedia.org/wiki/Petergeist', 'https://en.wikipedia.org/wiki/Dutch_Reformed_Church,_Wynberg', 'https://en.wikipedia.org/wiki/Marcel_Gaudion']",8.489297866821289
77,What was the last railway line that was running to London?,inferential,hadleigh railway,the li,1.0,0.0,1.0,1.0,0.0,0.0,https://en.wikipedia.org/wiki/Hadleigh_Railway,"['https://en.wikipedia.org/wiki/Hadleigh_Railway', 'https://en.wikipedia.org/wiki/Hadleigh_Railway', 'https://en.wikipedia.org/wiki/Hadleigh_Railway', 'https://en.wikipedia.org/wiki/Hadleigh_Railway', 'https://en.wikipedia.org/wiki/Hadleigh_Railway']",4.399196147918701
78,in 3d visualization numerical approximation of diffraction pattern from a slit,inferential,"a metal bar in the tank and tapping the wooden bar a pulse of three or four ripples can be sent towards the metal bar. if the bar is placed at an angle to the wavefront the reflected waves can be seen to obey the law of reflection. Drop a single drop of water into the ripple tank. Refract if a sheet of glass is placed in the tank. . Place a small gap in the water. Watch for interference a simple ripple tank in physics , a ripple tank is a shallow glass tank of water used to demonstrate the basic properties of waves . it is usually illuminated from above, so that the light shines through the water.",of width equal to five times the wavelength of an incident plane wave,1.0,0.07692307692307691,1.0,0.6,0.10526315789473684,0.0,https://en.wikipedia.org/wiki/Ripple_tank,"['https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Early_life_of_Isaac_Newton', 'https://en.wikipedia.org/wiki/DNA']",12.437199354171753
79,What can trash talk be used to do?,inferential,make people feel better about themselves,intimidate the opposition,1.0,0.0,1.0,1.0,0.0,0.0,https://en.wikipedia.org/wiki/Trash_talk,"['https://en.wikipedia.org/wiki/Trash_talk', 'https://en.wikipedia.org/wiki/Trash_talk', 'https://en.wikipedia.org/wiki/Trash_talk', 'https://en.wikipedia.org/wiki/Trash_talk', 'https://en.wikipedia.org/wiki/Trash_talk']",3.955982208251953
80,wind power generation,inferential,renewable energy sector,renewable energy,1.0,0.8,1.0,0.6,0.8,0.0,https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency,"['https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency', 'https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency', 'https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency', 'https://en.wikipedia.org/wiki/Lippendorf_Power_Station', 'https://en.wikipedia.org/wiki/Eagle,_New_York']",5.152714252471924
81,What is the name of the defunct steel rollercoaster at stratosphere tower,multi-hop,"high roller was a steel roller coaster constructed 1,070 feet 330 over the las vegas strip .",let it ride high roller,0.0,0.1818181818181818,0.0,0.0,0.19047619047619047,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/High_Roller_(Stratosphere)', 'https://en.wikipedia.org/wiki/Silver_Dawn', 'https://en.wikipedia.org/wiki/High_Roller_(Stratosphere)', 'https://en.wikipedia.org/wiki/St_Etheldreda%27s_Church,_Hatfield', 'https://en.wikipedia.org/wiki/Larry_Chickola']",6.123063087463379
82,What was the population of grey nurse shark in 1984?,multi-hop,The population of grey nurse shark in 1984 was .,an eastern population in queensland and new south wales wa,0.0,0.2105263157894737,0.0,0.0,0.2105263157894737,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation', 'https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation', 'https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation', 'https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation', 'https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation']",8.400825023651123
83,what is the name of the host of a diving event?,multi-hop,organisers,the host shal,1.0,0.0,1.0,0.6,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Underwater_photography_(sport)', 'https://en.wikipedia.org/wiki/Underwater_photography_(sport)', 'https://en.wikipedia.org/wiki/Underwater_photography_(sport)', 'https://en.wikipedia.org/wiki/Erythricium_salmonicolor', 'https://en.wikipedia.org/wiki/Raphael_Matthew_Chua']",3.3261730670928955
84,what is the top edge of the card?,multi-hop,a square,four,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Girl_Genius:_The_Works', 'https://en.wikipedia.org/wiki/Uxmal', 'https://en.wikipedia.org/wiki/St_Etheldreda%27s_Church,_Hatfield', 'https://en.wikipedia.org/wiki/Dihedral_(aeronautics)', 'https://en.wikipedia.org/wiki/Sustainable_Development_Goals_and_Australia']",3.422421455383301
85,What did people believe phosphates from detergents to be a major cause of pollution in lakes and rivers?,multi-hop,clean water act of 1972,waterways,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Soap_substitute', 'https://en.wikipedia.org/wiki/Soap_substitute', 'https://en.wikipedia.org/wiki/Soap_substitute', 'https://en.wikipedia.org/wiki/Soap_substitute', 'https://en.wikipedia.org/wiki/Soap_substitute']",3.4732275009155273
86,Which wave forms the basis of mirror reflection?,multi-hop,incident plane wave,incident plane wave,0.0,1.0,0.0,0.0,1.0,1.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Anderson_Mesa_Station', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Alfred_Harmsworth,_1st_Viscount_Northcliffe']",8.021270513534546
87,What are the criteria for the american humane certification program?,multi-hop,humane treatment of farm animals and zoo animals,humane treatment of farm animals and zoo animals,0.0,1.0,0.0,0.0,1.0,1.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/American_Humane_Certified', 'https://en.wikipedia.org/wiki/American_Humane_Certified', 'https://en.wikipedia.org/wiki/Texas_College', 'https://en.wikipedia.org/wiki/Texas_College', 'https://en.wikipedia.org/wiki/Hendecasyllable']",8.777742147445679
88,What is the state's renewable energy project?,multi-hop,off-grid renewable energy sector,off-grid,0.0,0.5714285714285715,0.0,0.0,0.5714285714285715,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency', 'https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency', 'https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency', 'https://en.wikipedia.org/wiki/Potassium-ion_battery', 'https://en.wikipedia.org/wiki/Sustainable_Development_Goals_and_Australia']",5.456124544143677
89,What is carbonite 's nickname?,multi-hop,carbonite,the empire strikes back,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Carbonite,_Inc.', 'https://en.wikipedia.org/wiki/Carbonite,_Inc.', 'https://en.wikipedia.org/wiki/Carbonite,_Inc.', 'https://en.wikipedia.org/wiki/Carbonite,_Inc.', 'https://en.wikipedia.org/wiki/Carbonite,_Inc.']",3.371737480163574
90,What kind of tank is the glass tank of water shown in?,multi-hop,a simple ripple tank,a simple ripple tank,0.0,1.0,0.0,0.0,1.0,1.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Tank_(city)', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Port_of_Trieste']",8.115967273712158
91,"if you take a loan from the new york fed, what is the interest rate for that loan?",multi-hop,repo rates are high.,0,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market', 'https://en.wikipedia.org/wiki/September_2019_events_in_the_U.S._repo_market']",3.5838146209716797
92,which free zone is defined as the oldest free zone?,multi-hop,gulf of california,port of trieste,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Port_of_Trieste', 'https://en.wikipedia.org/wiki/Port_of_Trieste', 'https://en.wikipedia.org/wiki/Sea_urchins_of_the_Gulf_of_California', 'https://en.wikipedia.org/wiki/Richard_Park_(ice_hockey)', 'https://en.wikipedia.org/wiki/List_of_Gothic_brick_buildings_in_Germany']",8.431607246398926
93,What is the long scale of a billion in many countries?,multi-hop,a large number,unanswerable,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Billion', 'https://en.wikipedia.org/wiki/Billion', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/Buccan,_Queensland']",8.558861017227173
94,What was the final result of the first attempt to remove the helium from the helium,multi-hop,atomic bomb,spark discharge,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Bula_(horse)', 'https://en.wikipedia.org/wiki/Denys_Wilkinson_Building', 'https://en.wikipedia.org/wiki/Soap_substitute', 'https://en.wikipedia.org/wiki/Denys_Wilkinson_Building', 'https://en.wikipedia.org/wiki/Moe%27s_Southwest_Grill']",3.134002685546875
95,What was the maximum density of the liquid hexafluoride?,multi-hop,217 picometres,a).,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Dublin,_Indiana', 'https://en.wikipedia.org/wiki/Denys_Wilkinson_Building', 'https://en.wikipedia.org/wiki/River_Vale,_New_Jersey', 'https://en.wikipedia.org/wiki/Vanadinite', 'https://en.wikipedia.org/wiki/Chaos_terrain']",7.468791484832764
96,what is the main concern about humane certification,multi-hop,a humane label is not always a good thing,the farms do not have to allow animals to express normal behaviors,0.0,0.09523809523809525,0.0,0.0,0.10526315789473685,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/American_Humane_Certified', 'https://en.wikipedia.org/wiki/American_Humane_Certified', 'https://en.wikipedia.org/wiki/Hendecasyllable', 'https://en.wikipedia.org/wiki/Grey_nurse_shark_conservation', 'https://en.wikipedia.org/wiki/Crawford_Hill']",8.52937912940979
97,What type of material is the dna struc made of?,multi-hop,polymer composed of two polynucleotides,dna,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/DNA', 'https://en.wikipedia.org/wiki/DNA']",5.448439598083496
98,What was the earliest recorded death?,multi-hop,1972,franklin,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/River_Vale,_New_Jersey', 'https://en.wikipedia.org/wiki/Dutch_Reformed_Church,_Wynberg', 'https://en.wikipedia.org/wiki/Karol_Kme%C5%A5ko', 'https://en.wikipedia.org/wiki/Eilidh_Watt', 'https://en.wikipedia.org/wiki/New_York_Tendaberry']",8.081751585006714
99,what is the point value of the card?,multi-hop,100 points,between 0 and 9,0.0,0.0,0.0,0.0,0.0,0.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Girl_Genius:_The_Works', 'https://en.wikipedia.org/wiki/Girl_Genius:_The_Works', 'https://en.wikipedia.org/wiki/Girl_Genius:_The_Works', 'https://en.wikipedia.org/wiki/Ripple_tank', 'https://en.wikipedia.org/wiki/Product_analysis']",7.052715539932251
100,Who has made a commitment to the installation of off-grid renewable energy projects in the state?,multi-hop,meda,meda,0.0,1.0,0.0,0.0,1.0,1.0,https://en.wikipedia.org/wiki/Underwater_photography_(sport),"['https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency', 'https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency', 'https://en.wikipedia.org/wiki/Maharashtra_Energy_Development_Agency', 'https://en.wikipedia.org/wiki/Cecilia_Gonz%C3%A1lez_G%C3%B3mez', 'https://en.wikipedia.org/wiki/Sustainable_Development_Goals_and_Australia']",5.333410739898682
